id,booking_status_pred,Cancellation_prob
43253,0,0.02965332
43254,1,0.7808845
43255,1,0.7987403
43256,1,0.75314337
43257,0,0.037863545
43258,1,0.92434835
43259,0,0.0036632875
43260,1,0.9388592
43261,0,0.41512585
43262,0,0.09920341
43263,0,0.35975474
43264,0,0.42465526
43265,1,0.5745039
43266,1,0.6200215
43267,0,0.14878093
43268,0,0.06911871
43269,0,0.0005564237
43270,1,0.7023093
43271,0,0.11952649
43272,0,0.37328517
43273,1,0.9180247
43274,0,0.046214398
43275,0,0.16084658
43276,0,0.39407519
43277,0,0.44494286
43278,1,0.94860524
43279,1,0.7704992
43280,0,0.16519397
43281,0,0.065291315
43282,0,0.31249875
43283,1,0.7304751
43284,0,0.09696139
43285,0,0.15370122
43286,0,0.32312152
43287,0,0.4207011
43288,0,0.3254585
43289,1,0.8606207
43290,0,0.0038084777
43291,0,0.09082688
43292,0,0.12947647
43293,1,0.85379
43294,0,0.42792547
43295,0,0.34264198
43296,1,0.7743189
43297,0,0.424481
43298,0,0.10746962
43299,0,0.12278203
43300,0,0.066986926
43301,0,0.19579564
43302,0,0.31519023
43303,0,0.44756994
43304,0,0.27783534
43305,0,0.080362216
43306,1,0.81558454
43307,0,0.07383116
43308,1,0.70156527
43309,1,0.9047674
43310,0,0.3743238
43311,0,0.29241556
43312,0,0.045936346
43313,1,0.8517917
43314,0,0.3848774
43315,1,0.92748594
43316,1,0.5136861
43317,0,0.20550035
43318,0,0.42970943
43319,0,0.18787763
43320,1,0.710242
43321,1,0.61266774
43322,0,0.31469235
43323,1,0.88557833
43324,0,0.3879169
43325,0,0.2335141
43326,0,0.016794905
43327,1,0.7388998
43328,0,0.3884961
43329,0,0.26299173
43330,0,0.22676611
43331,0,0.054385863
43332,1,0.9547138
43333,0,0.22825359
43334,0,0.41041744
43335,0,0.015235595
43336,0,0.0034998897
43337,1,0.7260521
43338,1,0.5218565
43339,0,0.08661866
43340,0,0.04941624
43341,1,0.9426848
43342,1,0.6978308
43343,1,0.6702316
43344,0,0.15172186
43345,0,0.24797061
43346,1,0.75533086
43347,0,0.48574057
43348,1,0.9501832
43349,0,0.16207005
43350,0,0.09918042
43351,1,0.7841881
43352,1,0.7248713
43353,1,0.88799864
43354,1,0.7748534
43355,0,0.49967843
43356,0,1.5243095e-05
43357,1,0.7629386
43358,0,0.008423764
43359,0,0.10667771
43360,0,0.21448803
43361,0,0.043937236
43362,0,0.11357828
43363,0,0.06869246
